"日付け","終値","始値","高値","安値","出来高","前日比%"
"2017年01月06日","108,571","112,744","137,394","98,672","0.13K","-3.70%"
"2017年01月05日","112,744","130,010","139,065","101,769","0.43K","-13.28%"
"2017年01月04日","130,010","115,396","130,167","114,740","0.22K","12.66%"
"2017年01月03日","115,396","116,707","121,367","114,291","0.12K","-1.12%"
"2017年01月02日","116,707","114,101","118,165","111,027","0.02K","2.28%"
"2017年01月01日","114,101","111,316","114,594","108,568","0.05K","2.50%"
"2016年12月31日","111,316","112,143","113,650","109,871","0.07K","-0.74%"
"2016年12月30日","112,143","113,740","114,678","108,771","0.02K","-1.40%"
"2016年12月29日","113,740","111,750","114,001","106,494","0.07K","1.78%"
"2016年12月28日","111,750","107,088","112,878","100,424","0.14K","4.35%"
"2016年12月27日","107,088","105,593","113,651","100,114","0.04K","1.42%"
"2016年12月26日","105,593","103,346","105,629","96,288","0.02K","2.17%"
"2016年12月25日","103,346","103,488","108,111","96,472","0.16K","-0.14%"
"2016年12月24日","103,488","104,410","108,121","100,550","0.09K","-0.88%"
"2016年12月23日","104,410","98,431","105,411","98,123","0.17K","6.07%"
"2016年12月22日","98,431","96,314","104,538","93,415","0.20K","2.20%"
"2016年12月21日","96,314","93,483","104,538","92,402","0.09K","3.03%"
"2016年12月20日","93,483","92,544","93,700","90,492","0.01K","1.02%"
"2016年12月19日","92,544","92,139","92,766","91,653","0.03K","0.44%"
"2016年12月18日","92,139","93,393","98,000","92,121","0.00K","-1.34%"
"2016年12月17日","93,393","92,445","93,761","90,878","0.07K","1.03%"
"2016年12月16日","92,445","92,228","98,000","90,094","0.11K","0.24%"
"2016年12月15日","92,228","90,959","98,000","90,092","0.08K","1.39%"
"2016年12月14日","90,959","89,402","97,367","88,368","0.09K","1.74%"
"2016年12月13日","89,402","89,207","97,472","87,456","0.09K","0.22%"
"2016年12月12日","89,207","89,011","90,003","87,440","0.08K","0.22%"
"2016年12月11日","89,011","88,421","89,244","87,666","0.04K","0.67%"
"2016年12月10日","88,421","88,914","89,591","86,855","0.03K","-0.66%"
"2016年12月09日","89,008","86,590","89,195","86,065","0.06K","2.79%"
"2016年12月08日","86,590","87,083","87,913","84,576","0.04K","-0.57%"
"2016年12月07日","87,083","87,262","88,031","84,584","0.11K","-0.20%"
"2016年12月06日","87,262","84,778","87,667","84,207","0.15K","2.93%"
"2016年12月05日","84,778","87,128","88,634","84,126","0.16K","-2.70%"
"2016年12月04日","87,128","86,317","87,216","85,083","0.01K","0.94%"
"2016年12月03日","86,317","87,216","93,917","84,875","0.01K","-1.03%"
"2016年12月02日","87,216","85,711","93,917","80,161","0.19K","1.76%"
"2016年12月01日","85,711","80,161","86,051","80,161","0.10K","6.92%"
"2016年11月30日","80,161","81,475","84,361","80,161","0.07K","-1.61%"
"2016年11月29日","81,475","81,477","83,061","80,161","0.05K","-0.00%"
"2016年11月28日","81,477","82,249","82,898","80,161","0.06K","-0.94%"
"2016年11月27日","82,249","82,425","83,192","81,684","0.00K","-0.21%"
"2016年11月26日","82,425","82,873","83,445","82,148","0.03K","-0.54%"
"2016年11月25日","82,873","82,960","84,252","80,161","0.03K","-0.10%"
"2016年11月24日","82,960","81,664","84,036","81,620","0.03K","1.59%"
"2016年11月23日","81,664","82,584","83,801","79,491","0.14K","-1.11%"
"2016年11月22日","82,584","81,192","83,129","78,639","0.08K","1.71%"
"2016年11月21日","81,192","79,437","81,797","79,119","0.06K","2.21%"
"2016年11月20日","79,437","82,878","82,878","78,203","0.03K","-4.15%"
"2016年11月19日","82,878","82,791","82,977","80,400","0.06K","0.10%"
"2016年11月18日","82,791","80,039","82,878","78,011","0.13K","3.44%"
"2016年11月17日","80,039","78,894","81,456","76,800","0.13K","1.45%"
"2016年11月16日","78,894","77,887","81,001","76,555","0.16K","1.29%"
"2016年11月15日","77,887","75,497","77,938","75,309","0.06K","3.17%"
"2016年11月14日","75,497","75,261","77,074","73,860","0.06K","0.31%"
"2016年11月13日","75,261","76,024","77,489","73,431","0.09K","-1.00%"
"2016年11月12日","76,024","75,844","77,480","75,487","0.02K","0.24%"
"2016年11月11日","75,844","75,416","77,766","75,110","0.04K","0.57%"
"2016年11月10日","75,416","74,983","78,171","74,151","0.05K","0.58%"
"2016年11月09日","74,983","73,043","78,250","71,477","0.14K","0.27%"
"2016年11月08日","74,778","72,665","75,039","70,687","0.06K","2.91%"
"2016年11月07日","72,665","73,235","73,898","67,554","0.14K","-0.78%"
"2016年11月06日","73,235","72,379","73,731","68,000","0.05K","1.18%"
"2016年11月05日","72,379","72,427","73,934","70,399","0.02K","-0.07%"
"2016年11月04日","72,427","76,000","76,913","68,000","0.16K","-4.70%"
"2016年11月03日","76,000","76,089","77,487","71,121","0.18K","-0.12%"
"2016年11月02日","76,089","70,473","76,089","70,045","0.15K","7.97%"
"2016年11月01日","70,473","72,099","75,539","70,440","0.14K","-2.26%"
"2016年10月31日","72,099","75,624","76,052","70,835","0.06K","-4.66%"
"2016年10月30日","75,624","74,966","76,079","71,278","0.09K","0.88%"
"2016年10月29日","74,966","70,904","74,993","69,809","0.21K","5.73%"
"2016年10月28日","70,904","71,439","73,536","69,210","0.05K","-0.75%"
"2016年10月27日","71,439","69,829","71,895","67,687","0.14K","2.31%"
"2016年10月26日","69,829","67,668","70,012","63,632","0.07K","3.19%"
"2016年10月25日","67,668","66,643","68,836","66,611","0.09K","1.54%"
"2016年10月24日","66,643","67,504","67,758","65,610","0.10K","-1.27%"
"2016年10月23日","67,504","66,033","67,515","65,367","0.04K","2.23%"
"2016年10月22日","66,033","65,351","67,279","64,294","0.08K","1.04%"
"2016年10月21日","65,351","63,890","66,733","63,778","0.02K","2.29%"
"2016年10月20日","63,890","64,817","66,594","63,868","0.04K","-1.43%"
"2016年10月19日","64,817","65,962","69,355","64,032","0.10K","-1.73%"
"2016年10月18日","65,962","65,641","66,818","65,507","0.05K","0.49%"
"2016年10月17日","65,641","66,281","66,963","65,610","0.01K","-0.97%"
"2016年10月16日","66,281","65,711","68,000","65,691","0.01K","0.87%"
"2016年10月15日","65,711","65,591","68,000","61,621","0.03K","0.18%"
"2016年10月14日","65,591","64,110","66,607","61,621","0.09K","2.31%"
"2016年10月13日","64,110","64,826","66,041","63,935","0.11K","-1.11%"
"2016年10月12日","64,827","62,881","65,941","62,690","0.10K","3.09%"
"2016年10月11日","62,881","60,373","64,719","60,256","0.29K","4.15%"
"2016年10月10日","60,373","59,880","61,500","59,800","0.03K","0.82%"
"2016年10月09日","59,880","60,715","61,960","59,874","0.05K","-1.38%"
"2016年10月08日","60,715","62,467","62,742","59,562","0.08K","-2.80%"
"2016年10月07日","62,467","57,732","63,220","57,613","0.31K","8.20%"
"2016年10月06日","57,732","61,091","62,999","56,624","0.33K","-5.50%"
"2016年10月05日","61,091","57,448","62,460","57,385","0.12K","6.34%"
"2016年10月04日","57,448","61,022","62,274","57,425","0.24K","-5.86%"
"2016年10月03日","61,022","59,504","61,813","59,387","0.06K","2.55%"
"2016年10月02日","59,504","61,793","61,812","59,414","0.03K","-3.71%"
"2016年10月01日","61,793","59,446","62,054","59,446","0.02K","3.95%"
"2016年09月30日","59,446","61,253","61,875","59,158","0.12K","-2.95%"
"2016年09月29日","61,253","60,487","61,925","59,431","0.16K","1.27%"
"2016年09月28日","60,487","60,363","60,704","59,037","0.09K","0.21%"
"2016年09月27日","60,363","60,032","61,163","58,704","0.14K","0.55%"
"2016年09月26日","60,032","59,146","60,761","58,488","0.19K","1.50%"
"2016年09月25日","59,146","60,055","60,842","58,738","0.05K","-1.51%"
"2016年09月24日","60,055","59,037","60,598","58,578","0.11K","1.72%"
"2016年09月23日","59,037","58,661","62,266","58,396","0.10K","0.64%"
"2016年09月22日","58,661","58,518","62,166","58,096","0.17K","0.24%"
"2016年09月21日","58,518","59,834","62,111","58,172","0.21K","-2.20%"
"2016年09月20日","59,834","61,480","64,782","59,720","0.13K","-2.68%"
"2016年09月19日","61,480","60,500","62,508","59,065","0.14K","1.62%"
"2016年09月18日","60,500","62,119","62,183","60,045","0.02K","-2.61%"
"2016年09月17日","62,119","61,373","62,492","60,024","0.04K","1.22%"
"2016年09月16日","61,373","61,575","62,952","60,566","0.13K","-0.33%"
"2016年09月15日","61,575","62,867","63,483","60,698","0.05K","-2.06%"
"2016年09月14日","62,867","61,074","63,303","60,204","0.15K","2.94%"
"2016年09月13日","61,074","62,091","63,481","59,122","0.10K","-1.64%"
"2016年09月12日","62,091","60,276","63,206","59,029","0.23K","3.01%"
"2016年09月11日","60,276","62,087","63,465","60,238","0.08K","-2.92%"
"2016年09月10日","62,087","62,794","63,639","61,686","0.01K","-1.13%"
"2016年09月09日","62,794","63,413","65,640","61,602","0.19K","-1.67%"
"2016年09月08日","63,862","62,213","65,397","60,277","0.21K","2.65%"
"2016年09月07日","62,213","59,406","63,106","58,768","0.26K","4.73%"
"2016年09月06日","59,406","61,213","62,972","59,377","0.19K","-2.95%"
"2016年09月05日","61,213","61,354","62,899","59,912","0.15K","-0.23%"
"2016年09月04日","61,354","61,472","61,895","59,673","0.02K","-0.19%"
"2016年09月03日","61,472","59,584","61,607","57,829","0.12K","3.17%"
"2016年09月02日","59,584","57,695","59,837","55,174","0.05K","3.27%"
"2016年09月01日","57,695","57,494","59,703","57,442","0.03K","0.35%"
"2016年08月31日","57,494","58,318","59,664","57,330","0.18K","-1.41%"
"2016年08月30日","58,318","57,453","59,323","57,015","0.19K","-1.91%"
"2016年08月08日","59,452","59,229","59,468","56,388","0.03K","0.38%"
"2016年08月07日","59,229","56,609","59,423","55,525","0.03K","4.63%"
"2016年08月06日","56,609","55,979","58,512","55,323","0.08K","1.12%"
"2016年08月05日","55,979","58,002","58,002","54,090","0.07K","-3.49%"
"2016年08月04日","58,002","57,167","58,163","53,556","0.22K","4.46%"
"2016年08月03日","55,527","55,731","61,680","48,646","0.31K","-0.36%"
"2016年08月02日","55,731","61,963","64,234","48,675","0.23K","-10.06%"
"2016年08月01日","61,963","64,787","67,298","61,963","0.18K","-3.10%"
"2016年07月31日","63,947","66,686","67,195","63,936","0.10K","-4.11%"
"2016年07月30日","66,686","67,558","67,558","66,306","0.05K","-1.29%"
"2016年07月29日","67,558","67,975","68,314","66,638","0.06K","-1.63%"
"2016年07月27日","68,681","65,486","69,083","65,465","0.20K","4.88%"
"2016年07月26日","65,486","68,016","70,013","65,486","0.22K","-3.72%"
"2016年07月25日","68,016","70,478","70,478","68,016","0.07K","-3.49%"
"2016年07月24日","70,478","68,996","70,478","68,369","0.08K","2.15%"
"2016年07月23日","68,996","69,007","70,703","68,489","0.11K","-0.02%"
"2016年07月22日","69,007","70,099","70,835","69,005","0.16K","-1.56%"
"2016年07月21日","70,099","69,688","71,795","68,868","0.03K","0.59%"
"2016年07月20日","69,688","70,771","72,022","69,429","0.14K","-1.53%"
"2016年07月19日","70,771","71,746","72,065","69,558","0.06K","-1.36%"
"2016年07月18日","71,746","70,325","72,085","68,564","0.15K","2.03%"
"2016年07月17日","70,322","68,778","71,523","67,919","0.15K","2.24%"
"2016年07月16日","68,778","69,309","70,390","68,027","0.10K","-0.77%"
"2016年07月15日","69,309","68,954","70,890","67,439","0.10K","0.51%"
"2016年07月14日","68,954","67,183","70,656","65,697","0.04K","2.64%"
"2016年07月13日","67,183","69,049","70,481","64,493","0.18K","-2.70%"
"2016年07月12日","69,049","66,176","70,375","64,924","0.22K","4.34%"
"2016年07月11日","66,176","64,375","67,277","64,295","0.05K","2.80%"
"2016年07月10日","64,375","65,127","67,666","63,833","0.03K","-1.15%"
"2016年07月09日","65,127","68,062","68,062","63,848","0.02K","-4.31%"
"2016年07月08日","68,062","63,645","68,072","63,309","0.07K","6.94%"
"2016年07月07日","63,645","67,788","68,855","62,859","0.37K","-6.11%"
"2016年07月06日","67,788","67,339","70,421","66,157","0.17K","0.67%"
"2016年07月05日","67,339","69,840","69,920","66,491","0.05K","-3.58%"
"2016年07月04日","69,840","68,321","70,616","66,390","0.11K","2.22%"
"2016年07月03日","68,321","71,378","71,643","66,162","0.10K","-4.28%"
"2016年07月02日","71,378","69,174","71,385","66,665","0.03K","3.19%"
"2016年07月01日","69,174","67,141","69,656","64,711","0.15K","3.03%"
"2016年06月30日","67,141","65,214","69,698","63,896","0.21K","2.95%"
"2016年06月29日","65,214","66,643","72,565","63,436","0.17K","-2.14%"
"2016年06月28日","66,643","66,360","68,169","63,325","0.20K","0.43%"
"2016年06月27日","66,360","68,272","68,272","63,114","0.12K","-2.80%"
"2016年06月26日","68,272","68,272","68,272","68,272","0.00K","0.00%"
"2016年06月25日","68,272","68,559","68,559","68,272","0.00K","-0.42%"
"2016年06月24日","68,559","65,776","69,099","56,213","0.02K","4.23%"
"2016年06月23日","65,776","62,411","71,073","57,230","0.26K","5.39%"
"2016年06月22日","62,411","69,220","76,535","60,374","0.19K","-9.84%"
"2016年06月21日","69,220","78,986","79,985","67,700","0.42K","-12.36%"
"2016年06月20日","78,986","80,095","80,250","76,723","0.11K","-1.38%"
"2016年06月19日","80,095","79,019","81,073","76,164","0.02K","1.36%"
"2016年06月18日","79,019","78,685","81,725","75,304","0.11K","0.43%"
"2016年06月17日","78,685","80,723","81,068","74,158","0.26K","-2.53%"
"2016年06月16日","80,723","73,274","80,723","70,090","0.17K","10.17%"
"2016年06月15日","73,274","72,693","76,797","70,559","0.13K","0.80%"
"2016年06月14日","72,693","74,594","78,735","70,413","0.25K","-2.55%"
"2016年06月13日","74,594","70,052","76,735","64,164","0.29K","6.48%"
"2016年06月12日","70,052","64,940","72,986","60,200","0.27K","7.80%"
"2016年06月11日","64,984","61,991","65,806","60,904","0.11K","4.83%"
"2016年06月10日","61,991","60,553","62,425","60,037","0.05K","2.38%"
"2016年06月09日","60,553","60,678","62,687","59,827","0.07K","-0.21%"
"2016年06月08日","60,678","61,130","63,557","59,889","0.10K","-0.74%"
"2016年06月07日","61,130","62,134","64,740","59,943","0.18K","-1.62%"
"2016年06月06日","62,134","57,676","63,508","57,359","0.22K","7.73%"
"2016年06月05日","57,676","61,303","62,516","57,425","0.11K","-5.92%"
"2016年06月04日","61,303","58,548","62,516","56,489","0.19K","4.70%"
"2016年06月03日","58,548","56,772","61,237","55,846","0.14K","3.13%"
"2016年06月02日","56,772","58,216","60,791","55,417","0.26K","-2.48%"
"2016年06月01日","58,216","58,110","60,424","57,323","0.13K","0.18%"
"2016年05月31日","58,110","58,528","63,696","57,509","0.18K","-0.71%"
"2016年05月30日","58,528","58,258","63,688","50,800","0.25K","0.46%"
"2016年05月29日","58,258","53,765","61,355","47,679","0.41K","8.36%"
"2016年05月28日","53,765","50,764","54,497","47,642","0.22K","3.45%"
"2016年05月27日","51,970","45,964","53,885","44,493","0.54K","13.07%"
"2016年05月26日","45,964","46,296","49,642","44,366","0.21K","-0.72%"
"2016年05月25日","46,296","49,227","49,607","46,289","0.17K","-5.95%"
"2016年05月24日","49,227","48,016","49,227","46,973","0.06K","2.52%"
"2016年05月23日","48,016","48,047","48,366","45,951","0.20K","-0.06%"
"2016年05月22日","48,047","49,057","50,517","46,203","0.07K","-2.06%"
"2016年05月21日","49,057","47,767","49,057","47,762","0.03K","2.70%"
"2016年05月20日","47,767","47,965","50,056","47,227","0.06K","-0.41%"
"2016年05月19日","47,965","49,317","49,986","47,965","0.16K","-2.74%"
"2016年05月18日","49,317","49,110","50,019","48,660","0.07K","0.42%"
"2016年05月17日","49,110","49,160","50,171","48,656","0.05K","-0.10%"
"2016年05月16日","49,160","47,772","49,582","47,772","0.18K","2.91%"
"2016年05月15日","47,772","48,910","49,828","47,466","0.09K","-2.33%"
"2016年05月14日","48,910","49,449","49,453","48,054","0.04K","-1.09%"
"2016年05月13日","49,449","47,623","49,584","47,499","0.28K","3.83%"
"2016年05月12日","47,623","49,292","51,210","47,183","0.09K","-3.39%"
"2016年05月11日","49,292","49,830","51,721","47,268","0.08K","-1.08%"
"2016年05月10日","49,830","49,347","52,522","48,400","0.20K","0.98%"
"2016年05月09日","49,347","44,494","51,472","44,494","0.27K","10.91%"
"2016年05月08日","44,494","49,845","50,691","44,468","0.13K","-10.74%"
"2016年05月07日","49,845","49,192","51,219","46,188","0.10K","1.33%"
"2016年05月06日","49,192","48,137","49,632","47,405","0.16K","2.19%"
"2016年05月05日","48,137","47,824","49,651","46,393","0.46K","0.66%"
"2016年05月04日","47,824","47,504","49,179","46,180","0.12K","0.67%"
"2016年05月03日","47,504","47,159","49,261","45,423","0.10K","0.73%"
"2016年05月02日","47,159","47,618","49,339","45,671","0.13K","-0.96%"
"2016年05月01日","47,618","48,115","48,272","46,735","0.03K","-1.03%"
"2016年04月30日","48,115","48,099","48,676","46,116","0.00K","0.03%"
"2016年04月29日","48,099","48,604","50,675","46,397","0.19K","-1.04%"
"2016年04月28日","48,604","49,020","52,352","46,080","0.21K","-0.85%"
"2016年04月27日","49,020","51,683","52,229","48,235","0.30K","-5.15%"
"2016年04月26日","51,683","49,029","52,709","48,361","0.09K","5.41%"
"2016年04月25日","49,029","51,588","52,903","49,025","0.17K","-4.96%"
"2016年04月24日","51,588","49,804","51,588","49,293","0.26K","3.58%"
"2016年04月23日","49,804","49,895","50,361","48,283","0.15K","-0.18%"
"2016年04月22日","49,895","50,656","50,920","45,149","0.15K","-1.50%"
"2016年04月21日","50,656","47,402","50,670","45,399","0.49K","6.87%"
"2016年04月20日","47,402","46,691","49,470","45,854","0.27K","1.52%"
"2016年04月19日","46,691","46,450","48,495","46,084","0.05K","0.52%"
"2016年04月18日","46,450","46,279","48,396","45,340","0.12K","0.37%"
"2016年04月17日","46,279","46,874","48,109","46,180","0.05K","-1.27%"
"2016年04月16日","46,874","46,406","48,462","43,997","0.08K","1.01%"
"2016年04月15日","46,406","45,801","48,316","44,786","0.12K","1.32%"
"2016年04月14日","45,801","44,974","48,307","44,974","0.09K","1.84%"
"2016年04月13日","44,974","0","50,823","0","0.40K","0.00%"
"2016年04月12日","0","45,563","50,212","0","0.12K","-100.00%"
"2016年04月11日","45,563","45,522","49,541","45,020","0.21K","0.09%"
"2016年04月10日","45,522","45,113","50,314","44,751","0.18K","0.91%"
"2016年04月09日","45,113","45,534","48,198","44,645","0.25K","-0.92%"
"2016年04月08日","45,534","46,882","48,311","44,991","0.41K","-2.88%"
"2016年04月07日","46,882","46,856","48,776","45,262","0.55K","0.05%"
"2016年04月06日","46,856","46,419","49,229","45,739","0.58K","0.94%"
"2016年04月05日","46,419","44,808","49,470","44,272","0.53K","3.59%"
"2016年04月04日","44,808","46,919","48,818","44,490","0.38K","-4.50%"
"2016年04月03日","46,919","48,070","48,305","46,213","0.28K","-2.39%"
"2016年04月02日","48,070","47,748","48,707","46,136","0.19K","0.67%"
"2016年04月01日","47,748","46,484","49,044","46,139","0.36K","2.72%"
"2016年03月31日","46,484","46,847","49,277","45,741","0.47K","-0.78%"
"2016年03月30日","46,847","46,735","50,027","45,898","0.34K","0.24%"
"2016年03月29日","46,735","47,617","50,936","46,154","0.41K","-1.85%"
"2016年03月28日","47,617","48,148","50,825","46,367","0.21K","-1.10%"
"2016年03月27日","48,148","46,669","49,400","46,346","0.29K","3.17%"
"2016年03月26日","46,669","46,886","49,348","46,614","0.09K","-0.46%"
"2016年03月25日","46,886","46,482","49,624","46,094","0.42K","0.87%"
"2016年03月24日","46,482","46,995","49,367","45,390","0.36K","-1.09%"
"2016年03月23日","46,995","47,744","49,408","43,904","0.37K","-1.57%"
"2016年03月22日","47,744","46,975","49,460","43,762","0.41K","1.64%"
"2016年03月21日","46,975","45,849","48,004","44,650","0.22K","2.46%"
"2016年03月20日","45,849","45,275","48,249","45,166","0.08K","1.27%"
"2016年03月19日","45,275","45,542","49,148","45,145","0.46K","-0.59%"
"2016年03月18日","45,542","47,034","49,166","45,327","0.45K","-3.17%"
"2016年03月17日","47,034","46,553","49,588","45,902","0.33K","1.03%"
"2016年03月16日","46,553","47,939","49,940","46,473","0.26K","-2.89%"
"2016年03月15日","47,939","46,868","50,070","46,489","0.29K","2.29%"
"2016年03月14日","46,868","47,497","50,133","46,075","0.50K","-1.32%"
"2016年03月13日","47,497","47,062","49,701","46,348","0.04K","0.92%"
"2016年03月12日","47,062","47,411","50,690","46,006","0.25K","-0.74%"
"2016年03月11日","47,411","45,648","50,581","45,556","0.49K","3.86%"
"2016年03月10日","45,648","47,749","49,072","45,451","0.37K","-4.40%"
"2016年03月09日","47,749","46,219","48,880","45,690","0.40K","3.31%"
"2016年03月08日","46,219","46,347","49,020","45,386","0.23K","-0.28%"
"2016年03月07日","46,347","45,941","47,238","45,452","0.20K","0.88%"
"2016年03月06日","45,941","45,283","47,958","44,604","0.13K","1.46%"
"2016年03月05日","45,283","46,890","48,662","44,354","0.21K","-3.43%"
"2016年03月04日","46,890","46,623","48,701","46,620","0.13K","0.57%"
"2016年03月03日","46,623","47,986","51,837","46,623","0.13K","-2.84%"
"2016年03月02日","47,986","48,970","52,502","47,697","0.14K","-2.01%"
"2016年03月01日","48,970","49,612","52,536","47,872","0.40K","-1.29%"
"2016年02月29日","49,612","49,261","52,286","47,700","0.25K","0.71%"
"2016年02月28日","49,261","48,471","52,100","47,438","0.18K","1.63%"
"2016年02月27日","48,471","48,881","51,990","47,582","0.09K","-0.84%"
"2016年02月26日","48,881","47,850","51,024","46,612","0.23K","2.16%"
"2016年02月25日","47,850","47,251","50,622","46,447","0.31K","1.27%"
"2016年02月24日","47,251","46,590","51,420","45,993","0.43K","1.42%"
"2016年02月23日","46,590","49,101","51,915","44,093","0.37K","-5.12%"
"2016年02月22日","49,101","48,758","51,709","44,261","0.42K","0.70%"
"2016年02月21日","48,758","49,082","52,503","45,267","0.41K","-0.66%"
"2016年02月20日","49,082","47,164","50,215","46,743","0.04K","4.07%"
"2016年02月19日","47,164","47,070","54,962","46,806","0.11K","0.20%"
"2016年02月18日","47,070","47,248","55,296","46,957","0.48K","-0.38%"
"2016年02月17日","47,248","46,907","51,294","45,624","0.27K","0.73%"
"2016年02月16日","46,907","45,709","52,614","44,683","0.58K","2.62%"
"2016年02月15日","45,709","45,356","50,453","43,944","0.29K","0.78%"
"2016年02月14日","45,356","43,892","45,356","42,983","0.13K","3.34%"
"2016年02月13日","43,892","42,968","44,022","41,969","0.07K","2.15%"
"2016年02月12日","42,968","42,431","43,308","41,159","0.07K","1.26%"
"2016年02月11日","42,431","43,135","44,013","40,143","0.28K","-1.63%"
"2016年02月10日","43,135","43,051","44,649","42,128","0.06K","0.20%"
"2016年02月09日","43,051","42,816","44,866","42,511","0.10K","0.55%"
"2016年02月08日","42,816","43,472","44,382","42,798","0.02K","-1.51%"
"2016年02月07日","43,472","43,585","46,377","43,088","0.18K","-0.26%"
"2016年02月06日","43,585","44,929","46,587","40,271","0.21K","-2.99%"
"2016年02月05日","44,929","46,953","48,077","43,472","0.22K","-4.31%"
"2016年02月04日","46,953","42,800","47,963","42,140","0.43K","9.70%"
"2016年02月03日","42,800","43,289","46,812","41,732","0.24K","-1.13%"
"2016年02月02日","43,289","45,385","49,443","40,068","0.29K","-4.62%"
"2016年02月01日","45,385","44,144","49,608","44,135","0.39K","2.81%"
"2016年01月31日","44,144","46,694","47,889","44,144","0.17K","-5.46%"
"2016年01月30日","46,694","45,248","47,827","45,061","0.06K","3.20%"
"2016年01月29日","45,248","44,839","52,944","42,805","0.36K","0.91%"
"2016年01月28日","44,839","46,729","52,581","44,618","0.58K","-4.04%"
"2016年01月27日","46,729","46,351","50,997","45,319","0.63K","0.82%"
"2016年01月26日","46,351","44,882","50,701","43,150","0.64K","3.27%"
"2016年01月25日","44,882","47,102","49,855","43,277","0.55K","-4.71%"
"2016年01月24日","47,101","45,292","49,435","43,744","0.39K","4.92%"
"2016年01月23日","44,893","45,175","48,768","44,723","0.10K","-0.62%"
"2016年01月22日","45,175","50,980","50,980","44,678","0.49K","-11.39%"
"2016年01月21日","50,980","49,500","51,057","44,438","0.28K","2.99%"
"2016年01月20日","49,500","44,565","51,526","43,940","0.55K","11.07%"
"2016年01月19日","44,565","46,108","48,199","44,169","0.67K","-3.07%"
"2016年01月18日","45,976","46,225","48,655","44,655","0.11K","0.09%"
"2016年01月17日","45,933","45,893","48,221","43,269","0.46K","0.09%"
